Row ID;Order ID;OrderDate;OrderPriority;OrderQuantity;Sales;Sales2;Discount;ShipMode;Profit;UnitPrice;ShippingCost;CustomerName;Province;Region;CustomerSegment;ProductCategory;ProductSubCategory;ProductName;ProductContainer;ProductBaseMargin;ShipDate
115;769;01-06-2017;Medium;37;4261,94;4261,94;0,02;Delivery Truck;-375,85;115,99;56,14;Roy French;Prince Edward Island;Atlantic;Consumer;Technology;Office Machines;Hewlett-Packard Deskjet 5550 Color Inkjet Printer;Jumbo Drum;0,4;02-06-2017
116;771;16-06-2018;Critical;18;88,84;88,84;0,08;Regular Air;-118,35;4,98;4,72;Darrin Van Huff;Saskachewan;Prarie;Home Office;Office Supplies;Paper;Xerox 1949;Small Box;0,36;17-06-2018
117;772;16-04-2017;High;35;589,24;589,24;0,08;Regular Air;-118,35;17,52;8,17;Pamela Stobb;Quebec;Quebec;Consumer;Office Supplies;Appliances;Bionaire 99.97% HEPA Air Cleaner;Medium Box;0,5;18-04-2017
118;772;16-04-2017;High;25;233,05;233,05;0,1;Regular Air;6,93;9,9;1,39;Pamela Stobb;Quebec;Quebec;Consumer;Office Supplies;Envelopes;#6 3/4 Gummed Flap White Envelopes;Small Box;0,37;18-04-2017
119;773;25-09-2017;Medium;38;2071,3395;2071,3395;0,06;Regular Air;-55,073;65,99;8,99;Helen Abelman;Prince Edward Island;Atlantic;Home Office;Technology;Telephones and Communication;Talkabout T8367;Small Box;0,56;26-09-2017
120;774;03-12-2018;Critical;17;126,57;126,57;0,03;Regular Air;-832,13;4,48;49;Sibella Parks;Alberta;West;Small Business;Office Supplies;Appliances;Hoover Portapower™ Portable Vacuum;Large Box;0,6;05-12-2018
121;775;17-03-2018;Critical;35;43,57;43,57;0,1;Regular Air;-99,17;1,26;0,7;Peter McVee;Nova Scotia;Atlantic;Small Business;Office Supplies;Rubber Bands;Bagged Rubber Bands;Wrap Bag;0,81;18-03-2018
122;775;17-03-2018;Critical;8;31,87;31,87;0,1;Regular Air;-81,25;4,26;1,2;Peter McVee;Nova Scotia;Atlantic;Small Business;Office Supplies;Pens & Art Supplies;Dixon Prang® Watercolor Pencils, 10-Color Set with Brush;Wrap Bag;0,44;19-03-2018
123;801;17-02-2019;Critical;20;59,85;59,85;0,03;Regular Air;-127,41;2,74;3,5;Thais Sissman;Manitoba;Prarie;Corporate;Office Supplies;Pens & Art Supplies;Rogers Handheld Barrel Pencil Sharpener;Small Pack;0,58;20-02-2019
124;802;04-01-2018;Critical;33;378,6;378,6;0,08;Regular Air;-67,2755;11,7;5,63;Kean Nguyen;Ontario;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Fellowes Binding Cases;Small Box;0,4;06-01-2018
125;802;04-01-2018;Critical;2;38,5;38,5;0,09;Regular Air;-432,1391;15,99;9,4;Kean Nguyen;Ontario;Ontario;Corporate;Technology;Office Machines;AT&T Black Trimline Phone, Model 210;Small Box;0,49;04-01-2018
126;805;04-07-2018;Not Specified;39;197,56;197,56;0,02;Regular Air;-179,86;4,97;5,71;Toby Swindell;Saskachewan;Prarie;Small Business;Furniture;Office Furnishings;DAX Value U-Channel Document Frames, Easel Back;Medium Box;0,54;06-07-2018
127;807;23-11-2017;Medium;45;196,85;196,85;0,01;Regular Air;-246,85;4,28;6,18;Neola Schneider;Nunavut;Nunavut;Home Office;Office Supplies;Paper;Xerox 1980;Small Box;0,4;24-11-2017
128;807;23-11-2017;Medium;32;124,56;124,56;0,04;Regular Air;-94,33;3,95;2;Neola Schneider;Nunavut;Nunavut;Home Office;Office Supplies;Rubber Bands;Advantus Map Pennant Flags and Round Head Tacks;Wrap Bag;0,53;24-11-2017
129;832;18-04-2019;Low;7;53,46;53,46;0,02;Regular Air;-97,58;6,48;5,9;Alice McCarthy;Alberta;West;Corporate;Office Supplies;Paper;Xerox 1976;Small Box;0,37;22-04-2019
130;833;12-02-2016;Medium;1;19,32;19,32;0,03;Regular Air;-100,3205;12,53;7,17;Olvera Toch;Ontario;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;GBC ProClick Spines for 32-Hole Punch;Small Box;0,38;13-02-2016
131;834;22-05-2016;Medium;15;1813,04;1813,04;0,01;Delivery Truck;-544,3952;115,99;56,14;Eugene Moren;British Columbia;West;Home Office;Technology;Office Machines;Hewlett-Packard Deskjet 5550 Color Inkjet Printer;Jumbo Drum;0,4;23-05-2016
132;835;07-10-2018;Not Specified;18;125,16;125,16;0,02;Regular Air;-103,48;6,48;5,14;Duane Huffman;Ontario;Ontario;Small Business;Office Supplies;Paper;Xerox 23;Small Box;0,37;08-10-2018
133;837;14-06-2016;Not Specified;11;65,7;65,7;0,01;Regular Air;-66,59;5,84;0,83;Sean O'Donnell;Ontario;Ontario;Corporate;Office Supplies;Pens & Art Supplies;Avery Hi-Liter® Smear-Safe Highlighters;Wrap Bag;0,49;16-06-2016
134;868;08-06-2019;Not Specified;32;716,84;716,84;0;Regular Air;54,72;21,78;5,94;Carlos Daly;Nunavut;Nunavut;Home Office;Office Supplies;Appliances;Holmes HEPA Air Purifier;Medium Box;0,5;09-06-2019
135;868;08-06-2019;Not Specified;31;1474,33;1474,33;0,04;Regular Air;-265,54;47,98;3,61;Carlos Daly;Nunavut;Nunavut;Home Office;Technology;Computer Peripherals;DS/HD IBM Formatted Diskettes, 200/Pack - Staples;Small Pack;0,71;10-06-2019
136;870;19-06-2017;Not Specified;23;1661,04;1661,04;0,04;Regular Air;395,54;70,97;3,5;Valerie Dominguez;Manitoba;Prarie;Corporate;Office Supplies;Appliances;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;Small Box;0,59;19-06-2017
137;871;14-11-2018;Low;17;104,94;104,94;0,06;Regular Air;-94,97;6,24;5,22;David Kendrick;Yukon;Yukon;Home Office;Furniture;Office Furnishings;Eldon Expressions Mahogany Wood Desk Collection;Small Box;0,6;14-11-2018
138;896;08-03-2017;Critical;50;1246,52;1246,52;0,01;Regular Air;-27,521;24,92;12,98;Edward Nazzal;Ontario;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;GBC Standard Therm-A-Bind Covers;Small Box;0,39;08-03-2017
139;898;02-06-2017;High;40;676,13;676,13;0,03;Regular Air;-334,61;15,98;6,5;Sanjit Jacobs;Quebec;Quebec;Consumer;Technology;Computer Peripherals;Logitech Access Keyboard;Small Box;0,48;04-06-2017
140;898;02-06-2017;High;26;7668,55;7668,55;0,04;Delivery Truck;-775,778206;296,18;54,12;Sanjit Jacobs;Quebec;Quebec;Consumer;Furniture;Tables;Hon 94000 Series Round Tables;Jumbo Box;0,76;02-06-2017
141;900;30-09-2016;Not Specified;29;1193,65;1193,65;0,07;Regular Air;427,5775;40,98;2,99;Karen Carlisle;Nova Scotia;Atlantic;Home Office;Office Supplies;Binders and Binder Accessories;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";Small Box;0,36;01-10-2016
142;902;26-07-2016;Not Specified;10;1925,83;1925,83;0,09;Regular Air;279,83;207,48;0,99;Meg O'Connel;Manitoba;Prarie;Corporate;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection;Small Box;0,55;29-07-2016
143;928;01-03-2018;Low;21;822,68;1222,68;0,06;Express Air;220,97;59,98;3,99;Anthony O'Donnell;British Columbia;West;Consumer;Office Supplies;Appliances;Belkin 8 Outlet SurgeMaster II Gold Surge Protector;Small Box;0,57;06-03-2018
144;928;01-03-2018;Low;26;390,2;390,2;0,02;Express Air;-15;14,58;7,4;Anthony O'Donnell;British Columbia;West;Consumer;Furniture;Office Furnishings;DAX Clear Channel Poster Frame;Small Box;0,48;03-03-2018
145;929;01-10-2019;High;21;227,66;227,66;0,04;Regular Air;-480,16;10,97;6,5;Luke Foster;Yukon;Yukon;Corporate;Technology;Computer Peripherals;Micro Innovations 104 Keyboard;Small Box;0,64;04-10-2019
146;929;01-10-2019;High;39;84,33;84,33;0,04;Regular Air;-144,29;2,08;2,56;Luke Foster;Yukon;Yukon;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Kleencut® Forged Office Shears by Acme United Corporation;Small Pack;0,55;03-10-2019
147;930;16-12-2016;Critical;22;922,39;922,39;0,03;Express Air;-101,64;41,32;58,66;Phillina Ober;New Brunswick;Atlantic;Small Business;Furniture;Office Furnishings;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;Medium Box;0,76;17-12-2016
148;930;16-12-2016;Critical;11;79,19;79,19;0;Regular Air;-66,09;6,88;2;Phillina Ober;New Brunswick;Atlantic;Small Business;Office Supplies;Paper;Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”;Wrap Bag;0,39;16-12-2016
149;933;04-08-2019;Not Specified;15;80,61;80,61;0,02;Regular Air;-84,715;5,28;2,99;Claudia Miner;Nunavut;Nunavut;Small Business;Office Supplies;Binders and Binder Accessories;"Wilson Jones 1"" Hanging DublLock® Ring Binders";Small Box;0,37;04-08-2019
150;960;20-09-2016;Medium;46;605,97;605,97;0,07;Regular Air;-82,72;13,73;6,85;Jim Kriz;Ontario;Ontario;Consumer;Furniture;Office Furnishings;DAX Wood Document Frame.;Wrap Bag;0,54;21-09-2016
151;962;05-05-2016;Low;33;4064,05;4064,05;0,06;Regular Air;1328,1865;122,99;19,99;Mike Vittorini;British Columbia;West;Small Business;Office Supplies;Binders and Binder Accessories;GBC Therma-A-Bind 250T Electric Binding System;Small Box;0,37;07-05-2016
152;962;05-05-2016;Low;47;3213,87;3213,87;0,08;Delivery Truck;-1149,72;68,81;60;Mike Vittorini;British Columbia;West;Small Business;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;Jumbo Drum;0,41;07-05-2016
153;964;19-05-2018;Medium;50;315,02;315,02;0,02;Regular Air;15,1575;5,98;1,49;Stefania Perrino;Quebec;Quebec;Corporate;Office Supplies;Binders and Binder Accessories;Avery Hanging File Binders;Small Box;0,39;21-05-2018
154;964;19-05-2018;Medium;4;40,02;40,02;0,02;Regular Air;-81,28;9,93;1,09;Stefania Perrino;Nova Scotia;Atlantic;Corporate;Office Supplies;Pens & Art Supplies;Peel-Off® China Markers;Wrap Bag;0,43;21-05-2018
155;965;14-05-2018;Low;42;8230,25;11230,25;0,07;Delivery Truck;-739,044366;280,98;35,67;Jas O'Carroll;Ontario;Ontario;Corporate;Furniture;Tables;Global Adaptabilities™ Conference Tables;Jumbo Box;0,66;21-05-2018
156;967;20-06-2019;Medium;6;90,56;90,56;0,03;Regular Air;-417,584;13,99;7,51;Maureen Gastineau;Yukon;Yukon;Consumer;Technology;Office Machines;Sharp EL500L Fraction Calculator;Medium Box;0,39;22-06-2019
157;967;20-06-2019;Medium;42;1634,9;1634,9;0,01;Regular Air;422,42;37,74;2,9;Maureen Gastineau;Yukon;Yukon;Consumer;Office Supplies;Pens & Art Supplies;Panasonic KP-150 Electric Pencil Sharpener;Small Pack;0,59;21-06-2019
158;967;20-06-2019;Medium;48;11278,18;11278,18;0,01;Delivery Truck;1776,81;227,55;32,48;Maureen Gastineau;Yukon;Yukon;Consumer;Furniture;Tables;Hon Rectangular Conference Tables;Jumbo Box;0,68;23-06-2019
159;994;19-04-2016;Low;38;132,07;132,07;0,06;Regular Air;-66;3,58;1,63;Kelly Lampkin;Ontario;Ontario;Corporate;Office Supplies;Rubber Bands;OIC Colored Binder Clips, Assorted Sizes;Wrap Bag;0,36;23-04-2016
160;995;30-05-2018;Medium;46;1415,49;1815,49;0,03;Regular Air;722,91;39,89;3,04;Neola Schneider;Nunavut;Nunavut;Home Office;Furniture;Office Furnishings;Ultra Commercial Grade Dual Valve Door Closer;Wrap Bag;0,53;31-05-2018
161;998;25-11-2016;Not Specified;16;248,26;248,26;0,07;Regular Air;13,8;15,74;1,39;Allen Rosenblatt;Nunavut;Nunavut;Small Business;Office Supplies;Envelopes;"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes";Small Box;0,4;26-11-2016
162;999;04-09-2017;Low;6;583,64;583,64;0,08;Regular Air;-259,5;95,43;19,99;Max Jones;Ontario;Ontario;Home Office;Office Supplies;Storage & Organization;Fellowes Stor/Drawer® Steel Plus™ Storage Drawers;Small Box;0,79;11-09-2017
163;1027;02-06-2019;Medium;19;1406,15;1406,15;0,04;Delivery Truck;-439,1;70,98;46,74;Hallie Redmond;Alberta;West;Home Office;Furniture;Bookcases;Hon Metal Bookcases, Putty;Jumbo Box;0,56;04-06-2019
164;1028;05-01-2016;High;6;165,75;165,75;0,03;Regular Air;-408,46;28,48;1,99;Matt Collins;British Columbia;West;Consumer;Technology;Computer Peripherals;Memorex 4.7GB DVD+RW, 3/Pack;Small Pack;0,4;06-01-2016
165;1028;05-01-2016;High;11;2021,147;2021,147;0,01;Regular Air;-440,39;205,99;5,99;Matt Collins;British Columbia;West;Consumer;Technology;Telephones and Communication;3285;Small Box;0,59;07-01-2016
166;1031;31-08-2016;Medium;34;226,1;226,1;0;Regular Air;-132,21;6,37;5,19;Sanjit Jacobs;Quebec;Quebec;Consumer;Office Supplies;Binders and Binder Accessories;C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack;Small Box;0,38;02-09-2016
167;1057;19-02-2019;Critical;41;341,36;341,36;0,09;Regular Air;-432,48;8,46;3,62;Anthony Witt;Ontario;Ontario;Corporate;Technology;Computer Peripherals;"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack";Small Pack;0,61;21-02-2019
168;1058;25-04-2017;Medium;3;469,438;469,438;0,07;Regular Air;-1268,162;195,99;8,99;Jim Epp;New Brunswick;Atlantic;Small Business;Technology;Telephones and Communication;T28 WORLD;Small Box;0,6;26-04-2017
169;1059;26-02-2016;Critical;22;127,33;127,33;0,02;Regular Air;-74,7045;5,34;2,99;Sean O'Donnell;Ontario;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;Small Box;0,38;28-02-2016
170;1059;26-02-2016;Critical;24;990,1;990,1;0,03;Regular Air;230,216;40,98;7,47;Sean O'Donnell;Ontario;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";Small Box;0,37;27-02-2016
171;1060;20-02-2017;Medium;30;1187,55;1187,55;0;Regular Air;452,61;37,7;2,99;Harold Dahlen;Alberta;West;Corporate;Office Supplies;Binders and Binder Accessories;Vinyl Sectional Post Binders;Small Box;0,35;22-02-2017
172;1088;20-05-2019;Low;13;269,02;269,02;0,1;Regular Air;-492;20,97;6,5;Muhammed Yedwab;New Brunswick;Atlantic;Consumer;Technology;Computer Peripherals;Microsoft Internet Keyboard;Small Box;0,78;27-05-2019
173;1095;21-08-2018;Medium;28;142,18;142,18;0,07;Regular Air;-130,14;4,98;4,72;Ed Braxton;Yukon;Yukon;Consumer;Office Supplies;Paper;Xerox 1949;Small Box;0,36;23-08-2018
174;1127;18-09-2018;Not Specified;48;4940,5;5340,5;0,01;Regular Air;1155,28;110,98;13,99;Stuart Calhoun;Ontario;Ontario;Consumer;Furniture;Office Furnishings;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";Medium Box;0,69;19-09-2018
175;1154;14-02-2019;Critical;44;4462,23;4462,23;0,04;Delivery Truck;380,72;100,98;26,22;Sylvia Foulston;Nunavut;Nunavut;Home Office;Furniture;Bookcases;Hon 4-Shelf Metal Bookcases;Jumbo Box;0,6;16-02-2019
176;1154;14-02-2019;Critical;11;663,784;663,784;0,25;Regular Air;-541,041;71,37;69;Sylvia Foulston;Nunavut;Nunavut;Home Office;Furniture;Tables;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;Large Box;0,68;16-02-2019
177;1154;14-02-2019;Critical;23;115,1;115,1;0,02;Regular Air;-26,87;4,91;0,5;Thea Hendricks;Quebec;Quebec;Home Office;Office Supplies;Labels;Avery 493;Small Box;0,36;16-02-2019
178;1154;14-02-2019;Critical;7;516,65;516,65;0,01;Express Air;-22,9;70,97;3,5;Thea Hendricks;Newfoundland;Atlantic;Home Office;Office Supplies;Appliances;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;Small Box;0,59;15-02-2019
179;1185;23-08-2019;Low;7;374,78;374,78;0,09;Regular Air;-59,97;55,48;14,3;Ionia McGrath;New Brunswick;Atlantic;Home Office;Office Supplies;Paper;Xerox 194;Small Box;0,37;27-08-2019
180;1187;19-11-2019;Medium;14;222,91;222,91;0,05;Regular Air;-359,79;15,98;4;Guy Armstrong;Prince Edward Island;Atlantic;Corporate;Technology;Computer Peripherals;Logitech Access Keyboard;Small Box;0,37;20-11-2019
181;1189;08-04-2016;Critical;27;129,1;129,1;0;Regular Air;-139,82;4,42;4,99;Aaron Smayling;Quebec;Quebec;Small Business;Office Supplies;Envelopes;Grip Seal Envelopes;Small Box;0,38;09-04-2016
182;1191;06-11-2018;Medium;35;3132,96;3532,96;0,08;Delivery Truck;-303,60336;100,8;60;Karl Brown;Quebec;Quebec;Home Office;Furniture;Tables;"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf";Jumbo Drum;0,59;07-11-2018
183;1217;25-04-2019;Not Specified;25;662,16;662,16;0,07;Regular Air;-194,79;28,48;1,99;Sung Shariari;Saskachewan;Prarie;Corporate;Technology;Computer Peripherals;Memorex 4.7GB DVD+RW, 3/Pack;Small Pack;0,4;26-04-2019
184;1218;19-06-2016;Not Specified;3;46,46;46,46;0,1;Regular Air;-105,13;14,42;6,75;Craig Carroll;Ontario;Ontario;Corporate;Office Supplies;Appliances;Holmes Odor Grabber;Medium Box;0,52;22-06-2016
185;1221;18-04-2019;Not Specified;1;14,68;14,68;0,06;Regular Air;-93,777;8,6;6,19;Lela Donovan;British Columbia;West;Corporate;Office Supplies;Binders and Binder Accessories;Avery Printable Repositionable Plastic Tabs;Small Box;0,38;18-04-2019
186;1221;18-04-2019;Not Specified;11;10145,14;10145,14;0,03;Regular Air;3644,5725;896,99;19,99;Lela Donovan;British Columbia;West;Corporate;Office Supplies;Binders and Binder Accessories;GBC DocuBind TL300 Electric Binding System;Small Box;0,38;20-04-2019
187;1221;18-04-2019;Not Specified;16;68,45;68,45;0,08;Regular Air;-137,8795;4,24;5,41;Lela Donovan;British Columbia;West;Corporate;Office Supplies;Binders and Binder Accessories;Storex DuraTech Recycled Plastic Frosted Binders;Small Box;0,35;20-04-2019
188;1222;04-02-2017;Medium;48;257,39;257,39;0,08;Regular Air;-201,91;5,28;5,57;Nicole Brennan;Alberta;West;Home Office;Office Supplies;Paper;Xerox 1981;Small Box;0,4;04-02-2017
189;1253;25-01-2017;Critical;15;494,34;494,34;0,05;Regular Air;-110,19;31,98;6,72;Tanja Norvell;Manitoba;Prarie;Consumer;Office Supplies;Storage & Organization;Fellowes Bankers Box™ Stor/Drawer® Steel Plus™;Small Box;0,75;25-01-2017
190;1280;10-01-2017;Low;40;827,27;827,27;0,05;Regular Air;-550,87;20,97;6,5;Harold Dahlen;Alberta;West;Corporate;Technology;Computer Peripherals;Microsoft Internet Keyboard;Small Box;0,78;10-01-2017
191;1282;27-02-2019;Not Specified;26;892,38;892,38;0;Regular Air;-13,52;31,78;1,99;Emily Grady;British Columbia;West;Home Office;Technology;Computer Peripherals;Memorex 4.7GB DVD-RAM, 3/Pack;Small Pack;0,42;28-02-2019
192;1282;27-02-2019;Not Specified;10;29,41;29,41;0,01;Regular Air;-82,06;2,78;1,34;Emily Grady;British Columbia;West;Home Office;Office Supplies;Pens & Art Supplies;Prang Drawing Pencil Set;Wrap Bag;0,45;28-02-2019
193;1285;31-05-2019;Critical;27;3874,12;3874,12;0;Delivery Truck;-365,98;130,98;54,74;Sally Matthias;Nova Scotia;Atlantic;Corporate;Furniture;Bookcases;O'Sullivan Elevations Bookcase, Cherry Finish;Jumbo Box;0,69;31-05-2019
194;1285;31-05-2019;Critical;8;1452,216;1452,216;0,05;Delivery Truck;-337,29;218,75;69,64;Sally Matthias;Nova Scotia;Atlantic;Corporate;Furniture;Tables;BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;Jumbo Box;0,77;01-06-2019
195;1286;13-05-2017;Not Specified;46;234,37;234,37;0,05;Regular Air;-224,6815;5,18;5,74;Lena Creighton;Ontario;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;Wilson Jones Impact Binders;Small Box;0,36;14-05-2017
196;1286;13-05-2017;Not Specified;14;1000,3565;1000,3565;0,06;Regular Air;-150,221;85,99;3,3;Lena Creighton;Ontario;Ontario;Home Office;Technology;Telephones and Communication;Accessory20;Small Pack;0,37;15-05-2017
197;1287;04-07-2016;High;39;3908,65;3908,65;0,06;Regular Air;420,57;105,29;10,12;Mitch Willingham;Saskachewan;Prarie;Corporate;Furniture;Office Furnishings;Eldon Antistatic Chair Mats for Low to Medium Pile Carpets;Large Box;0,79;06-07-2016
198;1313;12-09-2016;Critical;34;840,07;840,07;0;Regular Air;-163,75;22,84;16,92;Sally Matthias;Nova Scotia;Atlantic;Home Office;Office Supplies;Paper;Xerox 1973;Small Box;0,39;14-09-2016
199;1314;12-05-2016;Medium;4;42,58;42,58;0;Regular Air;-87,61;9,27;4,39;Justin Knight;British Columbia;West;Corporate;Office Supplies;Paper;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";Wrap Bag;0,38;14-05-2016
200;1317;18-05-2018;High;44;523,42;523,42;0,06;Regular Air;-40,577;11,7;5,63;Janet Lee;Saskachewan;Prarie;Consumer;Office Supplies;Binders and Binder Accessories;Fellowes Binding Cases;Small Box;0,4;20-05-2018
201;1317;18-05-2018;High;40;192,54;192,54;0,08;Regular Air;-266,73;4,98;7,44;Janet Lee;Saskachewan;Prarie;Consumer;Office Supplies;Paper;Xerox 1922;Small Box;0,36;19-05-2018
202;1317;18-05-2018;High;29;156,7;156,7;0,06;Regular Air;-156,64;5,28;5,57;Janet Lee;Saskachewan;Prarie;Consumer;Office Supplies;Paper;Xerox 1981;Small Box;0,4;20-05-2018
203;1344;15-04-2019;Low;15;834,904;834,904;0,06;Regular Air;-391,682;65,99;5,26;Jim Radford;Nunavut;Nunavut;Corporate;Technology;Telephones and Communication;g520;Small Box;0,59;22-04-2019
204;1344;15-04-2019;Low;18;2480,9205;2480,9205;0,01;Regular Air;-66,422;155,99;8,99;Jim Radford;Nunavut;Nunavut;Corporate;Technology;Telephones and Communication;LX 788;Small Box;0,58;19-04-2019
205;1345;27-10-2019;Low;24;2443,85;2443,85;0,08;Delivery Truck;-180,85;100,98;35,84;Ritsa Hightower;Ontario;Ontario;Corporate;Furniture;Bookcases;Bush Westfield Collection Bookcases, Fully Assembled;Jumbo Box;0,62;31-10-2019
206;1346;17-06-2019;High;48;4789,89;4789,89;0,09;Delivery Truck;361,15;100,98;26,22;Theone Pippenger;Nova Scotia;Atlantic;Corporate;Furniture;Bookcases;Hon 4-Shelf Metal Bookcases;Jumbo Box;0,6;19-06-2019
207;1382;16-08-2017;Low;5;89,335;89,335;0,06;Regular Air;-487,096;20,99;2,5;Corey Catlett;Newfoundland;Atlantic;Home Office;Technology;Telephones and Communication;Accessory37;Wrap Bag;0,81;20-08-2017
208;1382;16-08-2017;Low;39;158,46;158,46;0,06;Regular Air;-210,663;3,98;5,26;Corey Catlett;Newfoundland;Atlantic;Home Office;Office Supplies;Binders and Binder Accessories;Ibico Presentation Index for Binding Systems;Small Box;0,38;23-08-2017
209;1382;16-08-2017;Low;31;7180,83;7180,83;0,02;Delivery Truck;427,17;220,98;64,66;Corey Catlett;Newfoundland;Atlantic;Home Office;Furniture;Bookcases;Bush Cubix Collection Bookcases, Fully Assembled;Jumbo Box;0,62;23-08-2017
